,class,conversation
710,일반 대화,혼자 살면 외롭지는 않아?응 나는 오래 혼자 살아서
711,일반 대화,늦게까지 뭐 할 일 있으면 기숙사 독서실 가서 했었던 거 같아.기숙사 독서실 있으면 편할 거 같아.
712,일반 대화,학급 회장 선거 나간 기준은 뭐야?음 학급 친구들이랑 친했는가에 따라?
713,일반 대화,너도  그거 봐?음 아니 ㅋㅋ 선호 좋아해서 보려고 했는데 이제 이런 클리셰는 질렸나봐...
714,일반 대화,당연하지 아 침 고여 미쳤다 ㅜ아 갑자기 배고파졌어 ㅠㅠ 큰일이야...
715,일반 대화,다른 곳에서는 잘만 결제 되던걸?그럼 다행이고. 자꾸 문제 생기면 꼭 카드 재발급 받도록 해!
716,일반 대화,헉 ㅋㅋ 역시 풀빌라 비싸긴 하네 ㅠㅠ웅 근데 성수기엔 70만 원도 그냥 넘어 가더라 ㅠㅠ
717,일반 대화,내 말이 ㅠㅠ...정말 속상하다 ㅠㅠ
718,일반 대화,나이가 들어갈수록 그런 생각을 더 많이 한대건강은 잃고 나면 늦으니까 말이야
719,일반 대화,강아지 옷 쇼핑 하러 가실 분?저요~ 겨울이라 옷 사 줘야 해
720,일반 대화,나 요즘 옛날 드라마 보고 있어.무슨 드라마 보고 있는데?
721,일반 대화,오 ㅋㅋ 나는 화장품 공장 알바 해 봄!헐 화장품 나도 제닉?
722,일반 대화,진짜 잘 어울려 지금이라도 군대 가라그건 안돼 이미 돌이킬 수 없는 강을 건넜어
723,일반 대화,나뭇잎 색깔이 변하는 것을 보면서 의미를 생각할 수 있지그렇지 나뭇잎 떨어질때 산책하면 기분전환되지
724,일반 대화,초코칩 그거 맛있음?응응 난너무조음
725,일반 대화,응 ㅋㅋ 내가 잘랐어그건 미용실은 왜 가고 싶어?
726,일반 대화,어떻게 보면 단체에서 얻을수 있는 이익이 적어져서 그럴지도 몰라응 다들 손해라는 생각을 하나봐
727,일반 대화,엉엉 동생 한국에 있지응응 저번에 해외나간다구 하지않았나? 나의 착각인가 아무튼
728,일반 대화,아 ㅋㅋ 그치 나는 애초에 가면 제가 알아서 볼게요 하고 돌아다녀난 너무 관심 가지면 그냥 나가... ㅋㅋ 쭈그리...
729,일반 대화,ㅋㅋ 와 그 얘기 듣고 너무 반성 되더라 나는 지금...ㅋㅋ 다들 생활 방식이 다른 거지 너는 이제 밖에서 운동하면서 빼 ㅋㅋ
730,일반 대화,예약부터 난관이 예상된다 ㅋㅋ별것도 다 있다...ㅋㅋ 그런 건 처음 알았어 사파리인가 >?
731,일반 대화,다툼을 많이 하나보네응 옛날에는 정말 많이 싸웠어
732,일반 대화,"응 맞아 비싸면 한 번에 100,000원 정도 하는 거 같아우왕 10만 원?/재료값이 장난 아니구나/그래도 경험해 보면 좋을 거 같아!/넌 해 봤어?"
733,일반 대화,익월 25일이 월급날이니까 진짜... 두달 지나야 받는 느낌이야... ^^...그렇겠다...ㅋ
734,일반 대화,음 근데 내가 안 할 듯 ㅋㅋㅋㅋ 그럴 거 같다 금방 나올 듯 ^^
735,일반 대화,나 며칠 전부터 눈썹 숱이 많아졌다.전에 속눈썹 세럼 바른다는 거 효과 나타난거야?
736,일반 대화,맞아 하하 봄에는 장범준 벚꽃엔딩 들으면서 나들이 가야 돼 ㅋㅋ.맞아 맞아 딱 이지 ㅋㅋ 근데 추워지니까 어묵 국물 먹고 싶어지지 않아?
737,일반 대화,ㅋㅋ 내가 이 얘기 했었냐?  ㅋㅋ아니 얼마에 판다고는 처음 들음ㅋㅋ 달고나 대박이다
738,일반 대화,필라테스 한번 해봤는데 비용이 만만치 않아서 포기했으 ㅋㅋ비용이 마니 드는가 보다 ㅠ
739,일반 대화,응 그렇긴한데 머리가 너무 빠져근데 그거는 나도 그래.
740,일반 대화,며칠 뒤면 할로윈이라 그런가 여기저기 할로윈 분위기 많이 나네~응응 내가 다니는 헬스장도 벌써 꾸며놨더라 ㅋㅋ
741,일반 대화,그치... 친구가 요즘은 안 그렇다고 하던데내 친구는 진짜 현실 반영이라던데...
742,일반 대화,어 ㅋㅋ 남자친구가 100일 안 챙겨서 엄청 화냈대화날 만하네 100일이면 제법 의미 있잖아
743,일반 대화,아 외롭다 주위에 남자 없어?어떤 남자? 아무나면 돼?
744,일반 대화,ㅋㅋ 글쎄다... 근데 확실히 아이돌 뽑는 오디션 보단 재밌어!아 진짜? 난 아이오아이 그건 봤었는데 ㅋㅋ
745,일반 대화,응 아는데도 너무 뚝딱거리면서 운전할 내가 그려져ㅠ나 되게 겁 많은데 지금은 운전 잘하잖아 너도 할 수 있어!
746,일반 대화,응응 오로지 별만 ㅋㅋ그것도 괜찮은 듯 ㅋㅋ
747,일반 대화,"그래? 그럼 소리가 없는 반려동물은 없을까?햄스터나 뱀, 거북이 정도?"
748,일반 대화,그러니까... 지금 백신 맞고 술 못 먹고 피부과 간다고 못 먹고 안 먹은지 1주일 넘었네 ㅋㅋㅋㅋ 뭐야 일주일밖에 안 됐어? ㅋㅋ
749,일반 대화,진통제라 그냥 먹는데 큰 효과는 잘 모르겠네?!그래?/너도 심해지면 병원 한번 가봐
750,일반 대화,그런데 그런 것 말고 신체적으로 문제가 경우 상하차가 불가피한데 불법이라서 논란이 되고 있더라고그런 일도 있을 수 있다는 걸 간과한 모양이네
751,일반 대화,그건 정말 정당하지 못하다맞아 정말 야만스러운 방법이야
752,일반 대화,이번에 버스 타야제;한 막히면 4시간 정도에 가는 듯/기차는 몇 시간이야?
753,일반 대화,언제 한번 대결 신청한번 해! 도전 신청 받아들이겠음
754,일반 대화,강릉에 지난번에 다녀왔었지?응 ㅋㅋ 근데 다 닫아서 못 가본곳이 너무 많아
755,일반 대화,응 ㅋ 다행이지 ㅋㅋ 그 언니 덕분에 회사에 적응하는 중.아 진짜 잘됐다./적응 잘해서 오래 다니자.
756,일반 대화,백신은 다 맞는게 맞을까?그니까 2차 특히 무서ㅠㅠ
757,일반 대화,맞아 다음 앨범도 기대된다다음 앨범도 꼭 챙겨서 들어야지
758,일반 대화,나 정말 행복한곳에서 사는거같아나도정말 감사하게느낌
759,일반 대화,미국으로 갔어.그런데 왜 돌아온거야?
760,일반 대화,나도 30대 되자마자 줄어들더라진짜 너무 슬프지 않아?
761,일반 대화,응 배민 경쟁자로 이번에 나온 거야!오 그럼 지금 혜택 엄청 많겠다 ㅋㅋ 너 뭐 먹게
762,일반 대화,난 바선생도 징그러워서 ㅠㅠ 싫다 ㅋㅋㅋㅋ 둘 다 싫긴 해 ㅋㅋ/부동산에 얘기했더니 구멍 어디로 개미들이 타고 들어온다고 해서 할 말이 없더라...
763,일반 대화,그치? 아마? 교육도 내시간 빼서간거니까 돈주겠지좋다 ㅋㅋ 보통 교육 들으면 일하는 것보다 편하지 않아?
764,일반 대화,이번 설날 때 너네 뭐 할 거야?우리는 이번 설날 때 가족끼리 다 같이 강원도로 여행 갈 거 같아/강원도 양양에 조부모님이 살고 계셔서 오랜만에 만나 뵈러 갈 생각이야
765,일반 대화,요새 소화가 잘 안되는데 양배추즙이라도 마셔야하나?소화엔 양배추즙 좋다고하더라/위에도 좋대
766,일반 대화,정말 하늘을 나는 기분일 거 같아.나도 그렇게 받아 보고 싶다.
767,일반 대화,오 그거 한번 검색해봐야겠어 ㅋㅋ엉 임신하면서 알게 됐는데 일반용도 있는데 너무 좋더라고
768,일반 대화,너 대학때 교수님들 어땠어?교수님들이랑 안 친했어ㅠ
769,일반 대화,친구 생일선물이 고민이야.친구 생일이 언젠데?
770,일반 대화,ㅋㅋ 그러게 윤두준 거기서 관람하고 있었던 거야?아니 아니/축구 선수로 나오는 거였어 그래서 보러 간거야
771,일반 대화,EU 탈퇴하고 근로자들이 없대ㅋㅋ 아? 헐 진짜 이제 사람이 없네요
772,일반 대화,근데 쇼핑몰이랑 너무 다르네쇼핑몰 하려다가 잘 안되서 접었지 ㅠ
773,일반 대화,오 나야 좋지!! 실제로 보면 정말 재미있겠다.티비로 보는 거랑 완전 달라!
774,일반 대화,강아지도 요즘 너무 귀엽더라 ㅠㅠ애완동물 이쁘긴 하지/나도 고등학교 때 이뻐서 무료 분양 받아서 키웠는데 막상 키우니 좋은 점보다는 단점이 많더라
775,일반 대화,원밀리언 스튜디오가 좀 커서 그런가보다팬덤도 크고 인지도도 높으니까
776,일반 대화,치아 교정 한 거 만족해?응 나는 진짜 만족해.
777,일반 대화,이런 이벤 많이 좀 해줘요그니까 ㅋ 또 20만원으로 해서 컴백할 거 같은 느낌 카카오
778,일반 대화,스타크래프트 건물 몰라?나 스타크래프트 몰라.
779,일반 대화,맞아 ㅋㅋ 거기 횟집도 진짜 좋았는데바다보면서 회에 소주한잔도 진짜 좋지
780,일반 대화,혹시 조치원 유명한 그 집인가?ㅋㅋ 맞아 바로 그 집이야/이번 주에 친구들 놀러 오면 가보려구~!
781,일반 대화,ㅋㅋ 웅 입 닫게 해 주고 싶은데 너무 단잠에 빠져 있어서 안 건드리는 중~아 그럼 너가 살포시 위에 입을 막아
782,일반 대화,아니 남들한테는 열심히 하라고 화내시는데... 나한테는... 너무 급하게 마음 먹지 말라고 잘하고 있다고 말해주셔...그럼 좋은거 아냐?
783,일반 대화,어제는 백신 때문에 하루종일 기운 없더니 오늘은 좀 괜찮다.오늘은 약 먹었어?
784,일반 대화,너 어떻게 알아?내가 그렇게 그릭요거트 만들었으니까...
785,일반 대화,다른 지역에 있으니깐... 자주는 못보지코로나때문에 좀 그렇겠다ㅜㅜ
786,일반 대화,대전은 여행 가면 어디 가야 하니?대전은 당연 성심당 아님?/튀소 알지
787,일반 대화,너 정말 폭력적이야 엄마한테 다일러~!로켓이나 물풍선이나 우리 둘 다 폭력적인 거로 하자
788,일반 대화,ㅋㅋ 그런거 같더라 난 재밌었어스토리는 뭐 그럭저럭인데 괜찮았어
789,일반 대화,아이고... 진짜 문제가 심각하네ㅠㅠ 올해는 태풍도 자주 오는 느낌이 였긴 해그리고 비도 갑자기 너무 자주 오니까 대비용 우산 무조건 들고 다녀야겠더라
790,일반 대화,맞아 자전거 도로 한산해나도 다음에 한번 도전해볼래
791,일반 대화,자고 일어나도 다시 자고 싶어... 왜 그럴까?그니까 ㅋㅋ 아침에 개운하지도 않고 몽롱해
792,일반 대화,차라리 집에서 vod 결제해서 봐야겠어.나는 넷플릭스로 봐야지.
793,일반 대화,내 친구는 웨딩 촬영만 하고 결혼식은 취소했대진짜 코로나 때문에 결혼 못하는 애들이 많네?
794,일반 대화,정해놓은 화장품만 사용해?나는 한개의 제품을 계속 사용하지 않아
795,일반 대화,테트리스 랭킹 몇인데난 3등까지 해봤다
796,일반 대화,이번에 복귀 이벤트 시작했어 얼른 와헐 메이플스토리야 내가 간다
797,일반 대화,집주인이 가격 올렸어?조금 올렸는데 이 정도면 괜찮아
798,일반 대화,공부가 주목적인데 ㅠㅠ 용돈 벌이 중입니다 ㅠㅠ용돈 벌이 한다고 공부에 소홀해지면 안돼여 ㅠㅠ
799,일반 대화,군대를 다녀온 사람들이 공통적으로 말하는 군대리아 알아?당연히 알지. 다들 군대에서 맛있게 먹었다고 하더라고
800,일반 대화,응... 진짜 신념이 대단해야... 가능한 일 같아그런데 인스타랑 페이스북이랑 사실 문제가 없진않았잖아
801,일반 대화,너도 경기영상 본 적 있어?응 지난번에 찾아봤는데 또 다른 모습이더라.
802,일반 대화,내년에는 그래도 가능하지 않을까?나는 오프라인 콘서트를 언제든 맞이할 준비가 되었어.
803,일반 대화,쿠키영상은 항상 있을 듯맞아 마블 영화 국룰이지
804,일반 대화,"인연을 끊자는 어머니의 말에 아들이 집에 불을 질렀대아이고, 무슨일이 있었길래 부모가 먼저 인연을 끊자고 해?"
805,일반 대화,오사카가서 가볍게 맛있는거 먹고 오는거야나는 오사카 안가봐서 조아!
806,일반 대화,나 내일부터!탁구 해보고 후기 알려줘
807,일반 대화,아진짜? 완전 재미남 이제 2회 했어그거 엠넷에서 하는거야? 채널 어딘데?
808,일반 대화,그치 그런데 대기도 걸린대.돈 많은 사람이 그렇게 많대?
809,일반 대화,언니 페이스북이 인스타그램도 관리하는 거 알지?당연히 알고 있지.
810,일반 대화,너 이달소 알아?이달의소녀 아니야? 하하
811,일반 대화,엇? 강아지 내 뒤에서 자고있었는데 사라졌네여 ㅎ자기가고싶은곳을 골라가는 우리 강아지 기여오
812,일반 대화,그래도 혼자 하는 것보다는 낫지?그치 아무래도 상대가 있으니 혼자보다는 낫더라
813,일반 대화,그니까...괜히 빨리봤다...ㅜㅜ시리즈 언제 나올지 모르겠네 언니도
814,일반 대화,영어 유치원은?한국말도 잘 못하는 아이에게 영어부터 가르친다는게 이해가 안가
815,일반 대화,하지만 나도 후임이었던 시절이 있었으니...그건 그렇구만
816,일반 대화,월세로 살려니 돈이 진짜... ㅋㅋ ㅁ하... 월세 장난 아니제?/그거 그냥 허공에 날리는 돈 같음 ㅠㅠ
817,일반 대화,근데 드라마 보면서 재밌어하는 모습 보면 이런 소소한 취미가 생기신게 다행인 거 같아.부모님한테도 취미가 있는 게 좋은 거 같아./집안 분위기가 좀 부드러워진다고 해야하나.
818,일반 대화,오늘 피부과를 갈까 말까 고민이야 하하왜 지금 피부 뒤집어짐?
819,일반 대화,넌 그럼 코에 블랙헤드 없어?나도 있는데 나는 그냥 몰아서 다 짜버려 ㅋㅋ/그게 제일 개운하더라고
820,일반 대화,나야 좋지 뭔지 알려줄 수 있어?피아노 타일이라는 게임인데 리듬스타랑 비슷해
821,일반 대화,헤헤 사랑해 아 영화 보고 싶당영화관 안 간지 진짜 오래다 ㅠ
822,일반 대화,추석에 고향 집은 방문했어?아니 ㅋㅋ 이번에 안 내려갔어 ㅋㅋ
823,일반 대화,"완전 공으로 내리 꽂더라 ㅋㅋ 무서워,소리도 엄청 커서 더 그런 것 같아 ㅋㅋ"
824,일반 대화,이번에 논픽션 제품을 사용해보려고오호 논픽션이 좋은 점이 있어?
825,일반 대화,그러네 충격적이다 ㅋㅋ 살이야실제로 생각하면 징그러움 ㅋㅋ
826,일반 대화,저번에 뭐 먹었다며?뭐지? 생각나지 않는 거 보면 별로였나봐/여긴... 정말 없는 곳이야
827,일반 대화,이번에는 제발 많이 올려주면 좋겠다.만족 못하겠으면 너의 가치를 알아봐 주는 곳을 알아보는 것도 좋을 거 같아.
828,일반 대화,나 잘 모른다 신메뉴 아이스크림나도... 잘 모르겠더라
829,일반 대화,헐 결혼한 지 3년이나 됐는데?언니는 아직 공부를 더 하고 싶어해
830,일반 대화,중간지점 대전에서  만나면 좋겠어중간 지점에서 누구누구 만나서 모임하려고?
831,일반 대화,정세운씨 ㅋㅋ 동생한테 말할까? 만나볼래?당연하지 나 내일 옷 사러 간다^^/당연하지 나 내일 옷 사러 간다^^
832,일반 대화,집에서 안 입는 옷들도 팔아본 적 있고 주방용품 같은 거 사보기도 했어사는 것도 잘 사면 유용한데 파는 것도 괜찮더라고/나는 향수 잘못 사서 그냥 돈 버렸네 했었다가 거기서 팔아봤는데 거의 제값 그대로 받았어
833,일반 대화,방어운전 뿐만 아니라 방어보행도 필요한가 봐.사고는 순식간에 일어나는 일이니까.
